排名,代码,名称,每股分红合计,最新价,昨收,最新分红率,昨日分红率,分红率涨跌幅,是否保留,买入提醒pe,买入提醒价格,买入pb
352,600779,水井坊,0.97,28.9,28.77,3.356401384083045,3.371567605144248,-0.015166221,,,,
353,002949,华阳国际,0.35,10.45,10.68,3.349282296650718,3.2771535580524342,0.0721287385982836,,,,
354,600188,兖矿能源,0.72,21.5,22.09,3.3488372093023253,3.2593933906745134,0.0894438186278119,,,,
355,601216,君正集团,0.15,4.48,4.53,3.3482142857142856,3.311258278145695,0.0369560075685906,,,,
356,002658,雪迪龙,0.25,7.48,7.55,3.3422459893048124,3.3112582781456954,0.030987711159117,,,,
357,000528,柳工,0.2729996,8.2,8.24,3.3292634146341467,3.3131019417475724,0.0161614728865742,,,,
358,603811,诚意药业,0.25,7.51,7.49,3.3288948069241013,3.337783711615487,-0.008888905,,,,
359,002270,华明装备,0.676,20.32,20.61,3.3267716535433074,3.279961183891315,0.0468104696519922,,,,
360,601952,苏垦农发,0.27,8.14,8.23,3.3169533169533167,3.2806804374240586,0.0362728795292581,,,,
361,600368,五洲交通,0.131,3.95,4.02,3.316455696202532,3.258706467661692,0.0577492285408398,,,,
362,002345,潮宏基,0.35,10.63,11.15,3.292568203198494,3.1390134529147984,0.1535547502836962,,,,
363,600422,昆药集团,0.3,9.12,9.4,3.289473684210526,3.191489361702128,0.0979843225083985,,,,
364,603128,华贸物流,0.174,5.3,5.33,3.283018867924528,3.264540337711069,0.0184785302134589,,,,
365,605050,福然德,0.35,10.68,10.87,3.2771535580524342,3.219871205151794,0.0572823529006401,,,,
366,600886,国投电力,0.4565,13.95,14,3.2724014336917566,3.2607142857142857,0.0116871479774709,,,,
367,600971,恒源煤电,0.27,8.29,8.3,3.2569360675512677,3.2530120481927707,0.0039240193584966,,,,
368,600845,宝信软件,0.6,18.46,18.73,3.2502708559046587,3.203416978109984,0.0468538777946747,,,,
369,603998,方盛制药,0.35,10.77,9.79,3.2497678737233056,3.575076608784474,-0.325308735,,,,
370,603995,甬金股份,0.8,24.63,24.23,3.248071457572067,3.30169211721007,-0.05362066,,,,
371,603699,纽威股份,1.7200000000000002,53,51.86,3.2452830188679247,3.3166216737369845,-0.071338655,,,,
372,600141,兴发集团,1,30.9,31.88,3.2362459546925573,3.136762860727729,0.0994830939648281,,,,
373,600737,中粮糖业,0.41,12.67,13.14,3.235990528808208,3.1202435312024352,0.1157469976057727,,,,
374,603305,旭升集团,0.38,11.78,11.95,3.225806451612903,3.1799163179916325,0.0458901336212704,,,,
375,603648,畅联股份,0.3,9.31,9.49,3.2223415682062293,3.1612223393045307,0.0611192289016986,,,,
376,600713,南京医药,0.1699999999999999,5.3,5.3,3.207547169811321,3.207547169811321,0,,,,
377,603321,梅轮电梯,0.2,6.25,6.3,3.2,3.1746031746031758,0.0253968253968248,,,,
378,600048,保利发展,0.1699999999999999,5.33,5.45,3.189493433395872,3.119266055045871,0.0702273783500011,,,,
379,603100,川仪股份,0.575,18.06,18.32,3.183831672203765,3.138646288209607,0.0451853839941582,,,,
380,601965,中国汽研,0.44,13.88,14.1,3.170028818443804,3.120567375886525,0.0494614425572792,,,,
381,603877,太平鸟,0.4,12.64,12.89,3.1645569620253164,3.1031807602792862,0.0613762017460302,,,,
382,601816,京沪高铁,0.1567,4.97,5.01,3.152917505030181,3.127744510978044,0.025172994052137,,,,
383,002010,传化智联,0.15,4.76,4.84,3.151260504201681,3.099173553719009,0.0520869504826726,,,,
384,000989,九芝堂,0.3,9.53,9.38,3.147953830010493,3.198294243070362,-0.050340413,,,,
385,000963,华东医药,0.93,29.56,29.5,3.1461434370771317,3.1525423728813555,-0.006398936,,,,
386,600283,钱江水利,0.25,7.95,8,3.1446540880503147,3.125,0.0196540880503146,,,,
387,603035,常熟汽饰,0.34604,11.01,11.26,3.142960944595822,3.0731793960923626,0.0697815485034594,,,,
388,600475,华光环能,0.4499999999999999,14.34,14.92,3.1380753138075312,3.016085790884718,0.1219895229228131,,,,
389,600529,山东药玻,0.6,19.15,19.05,3.1331592689295045,3.149606299212598,-0.01644703,,,,
390,002249,大洋电机,0.23,7.35,7.41,3.1292517006802725,3.10391363022942,0.0253380704508527,,,,
391,600558,大西洋,0.15,4.8,4.78,3.125000000000001,3.138075313807532,-0.013075314,,,,
392,600248,陕建股份,0.09,2.88,2.91,3.125,3.092783505154639,0.0322164948453611,,,,
393,603088,宁波精达,0.29,9.31,9.51,3.1149301825993554,3.049421661409043,0.0655085211903125,,,,
394,000655,金岭矿业,0.21,6.75,6.89,3.111111111111111,3.04789550072569,0.0632156103854213,,,,
395,603288,海天味业,1.12,36.2,36.24,3.0939226519337018,3.090507726269316,0.0034149256643858,,,,
396,603568,伟明环保,0.48,15.54,15.68,3.088803088803089,3.061224489795918,0.0275785990071706,,,,
397,000739,普洛药业,0.7044069,22.81,22.34,3.08814949583516,3.1531195165622203,-0.064970021,,,,
398,002415,海康威视,1.1,35.66,36.47,3.084688726864835,3.0161776802851663,0.0685110465796685,,,,
399,000999,华润三九,0.77,25.01,24.97,3.0787684926029586,3.083700440528635,-0.004931948,,,,
400,000419,通程控股,0.15,4.89,4.98,3.067484662576687,3.012048192771084,0.0554364698056031,,,,
401,003011,海象新材,0.6,19.61,20.01,3.059663437021928,2.998500749625187,0.0611626873967403,,,,
402,600874,创业环保,0.1699999999999999,5.57,5.62,3.052064631956912,3.0249110320284696,0.0271535999284422,,,,
403,601898,中煤能源,0.424,13.93,14.15,3.043790380473798,2.9964664310954063,0.0473239493783914,,,,
404,000661,长春高新,2.6,85.45,86.18,3.0427150380339376,3.016941285681132,0.0257737523528054,,,,
405,603866,桃李面包,0.13,4.28,4.3,3.037383177570093,3.023255813953489,0.0141273636166046,,,,
406,002532,天山铝业,0.4,13.19,14.27,3.0326004548900687,2.803083391730904,0.2295170631591645,,,,
407,600989,宝丰能源,0.6899932,22.81,23.43,3.024959228408593,2.944913358941528,0.0800458694670651,,,,
408,002128,电投能源,0.8,26.48,27.42,3.0211480362537766,2.917578409919767,0.1035696263340097,,,,
409,600976,健民集团,0.9,29.81,29.73,3.0191211003019123,3.027245206861756,-0.008124107,,,,
410,603766,隆鑫通用,0.4,13.28,13.48,3.0120481927710845,2.967359050445104,0.0446891423259803,,,,
411,603416,信捷电气,1.46,48.53,50.17,3.008448382443849,2.910105640821208,0.0983427416226412,,,,
412,002376,新北洋,0.2,6.65,6.72,3.007518796992481,2.9761904761904763,0.0313283208020047,,,,
413,600398,海澜之家,0.18,5.99,6.07,3.005008347245409,2.965403624382207,0.0396047228632019,,,,
