排名,代码,名称,每股分红合计,最新价,昨收,最新分红率,昨日分红率,分红率涨跌幅,是否保留,买入提醒pe,买入提醒价格,买入pb,,,,
236,000690,宝新能源,0.2,4.8,4.83,4.166666666666667,4.140786749482402,0.02587991718426519,,,,,,,,
237,300564,筑博设计,0.5,12,12.28,4.166666666666666,4.071661237785016,0.09500542888164976,,,,,,,,
238,000157,中联重科,0.3,7.22,7.27,4.1551246537396125,4.126547455295736,0.02857719844387674,,,,,,,,
239,601187,厦门银行,0.3,7.25,7.37,4.137931034482759,4.070556309362279,0.06737472512048015,,,,,,,,
240,300978,东箭科技,0.35,8.46,8.5,4.1371158392434975,4.117647058823529,0.019468780419968468,,,,,,,,
241,600377,宁沪高速,0.49000000000000005,11.86,11.89,4.131534569983137,4.121110176619007,0.010424393364130147,,,,,,,,
242,600655,豫园股份,0.19,4.6,4.61,4.130434782608696,4.1214750542299345,0.008959728378761689,,,,,,,,
243,600926,杭州银行,0.6599999999999999,16,16.18,4.124999999999999,4.079110012360939,0.04588998763906016,,,,,,,,
244,601018,宁波港,0.138,3.35,3.38,4.119402985074627,4.0828402366863905,0.0365627483882367,,,,,,,,
245,300910,瑞丰新材,1.2,29.15,29.31,4.1166380789022305,4.094165813715456,0.022472265186774365,,,,,,,,
246,603187,海容冷链,0.5,12.15,11.95,4.11522633744856,4.1841004184100425,-0.068874081,,,,,,,,
247,600600,青岛啤酒,2.2,53.6,53.56,4.104477611940299,4.1075429424943986,-0.003065331,,,,,,,,
248,002597,金禾实业,0.8300000000000001,20.25,20.43,4.098765432098766,4.062652961331375,0.03611247076739055,,,,,,,,
249,000900,现代投资,0.15,3.66,3.71,4.098360655737705,4.0431266846361185,0.05523397110158612,,,,,,,,
250,002556,辉隆股份,0.2,4.89,4.98,4.08997955010225,4.016064257028113,0.07391529307413691,,,,,,,,
251,600300,维维股份,0.128,3.13,3.15,4.0894568690095845,4.063492063492063,0.025964805517521228,,,,,,,,
252,300641,正丹股份,0.6,14.69,14.69,4.084411164057182,4.084411164057182,0,,,,,,,,
253,603116,红蜻蜓,0.25,6.13,5.96,4.078303425774878,4.194630872483222,-0.116327447,,,,,,,,
254,600211,西藏药业,1.609,39.56,37.91,4.067239635995955,4.24426272751253,-0.177023092,,,,,,,,
255,601398,工商银行,0.306,7.53,7.57,4.063745019920319,4.04227212681638,0.021472893103938517,,,,,,,,
256,600761,安徽合力,0.7,17.23,17.4,4.062681369704004,4.022988505747127,0.03969286395687721,,,,,,,,
257,603198,迎驾贡酒,1.5,37.05,36.88,4.048582995951417,4.0672451193058565,-0.018662123,,,,,,,,
258,600285,羚锐制药,0.9,22.24,22.19,4.046762589928058,4.0558810274898605,-0.009118438,,,,,,,,
259,002746,仙坛股份,0.25,6.19,6.17,4.038772213247173,4.051863857374392,-0.013091644,,,,,,,,
260,688036,传音控股,2.3,57.03,57.4,4.032965106084516,4.006968641114982,0.025996464969534117,,,,,,,,
261,600050,中国联通,0.1733,4.3,4.38,4.030232558139535,3.9566210045662102,0.07361155357332505,,,,,,,,
262,600998,九州通,0.2,4.99,4.95,4.008016032064128,4.040404040404041,-0.032388008,,,,,,,,
263,600057,厦门象屿,0.25,6.24,6.35,4.006410256410256,3.937007874015748,0.06940238239450824,,,,,,,,
264,601163,三角轮胎,0.53,13.23,13.31,4.00604686318972,3.9819684447783623,0.024078418411357827,,,,,,,,
265,601988,中国银行,0.231,5.77,5.79,4.003466204506066,3.989637305699482,0.013828898806584,,,,,,,,
266,601169,北京银行,0.2,5.01,5.03,3.992015968063873,3.9761431411530817,0.015872826910791282,,,,,,,,
267,300573,兴齐眼药,1.7,42.61,40.87,3.9896737854963624,4.15953021776364,-0.169856432,,,,,,,,
268,000411,英特集团,0.38322059999999997,9.65,9.59,3.971197927461139,3.9960437956204373,-0.024845868,,,,,,,,
269,002543,万和电气,0.26,6.55,6.61,3.969465648854962,3.9334341906202726,0.03603145823468923,,,,,,,,
270,300982,苏文电能,0.6,15.15,15.22,3.9603960396039604,3.942181340341656,0.018214699262304457,,,,,,,,
271,002091,江苏国泰,0.3,7.62,7.7,3.937007874015748,3.896103896103896,0.040903977911852074,,,,,,,,
272,600064,南京高科,0.3,7.64,7.71,3.926701570680628,3.8910505836575875,0.03565098702304059,,,,,,,,
273,002003,伟星股份,0.4,10.21,10.41,3.917727717923604,3.842459173871278,0.07526854405232575,,,,,,,,
274,601298,青岛港,0.34730000000000005,8.88,8.93,3.9110360360360366,3.889137737961927,0.02189829807410959,,,,,,,,
275,600587,新华医疗,0.5,12.79,12.72,3.909304143862393,3.930817610062893,-0.021513466,,,,,,,,
276,000404,长虹华意,0.3,7.68,7.67,3.90625,3.911342894393742,-0.005092894,,,,,,,,
277,000498,山东路桥,0.19299999999999998,4.95,5.02,3.8989898989898983,3.844621513944223,0.05436838504567554,,,,,,,,
278,601939,建设银行,0.39180000000000004,10.07,10.11,3.890764647467726,3.875370919881306,0.015393727586419992,,,,,,,,
279,603658,安图生物,1.26,32.43,32.01,3.885291396854764,3.9362699156513594,-0.050978519,,,,,,,,
280,003006,百亚股份,0.55,14.18,14.37,3.8787023977433006,3.827418232428671,0.051284165314629426,,,,,,,,
281,603317,天味食品,0.55,14.19,14.27,3.8759689922480627,3.8542396636299934,0.02172932861806931,,,,,,,,
282,000983,山西焦煤,0.256,6.61,6.67,3.872919818456883,3.8380809595202403,0.03483885893664285,,,,,,,,
283,600648,外高桥,0.35,9.04,9.06,3.8716814159292032,3.8631346578366443,0.008546758092558893,,,,,,,,
284,600350,山东高速,0.42000000000000004,10.86,10.81,3.8674033149171274,3.885291396854764,-0.017888082,,,,,,,,
285,002833,弘亚数控,0.7,18.1,18.1,3.867403314917126,3.867403314917126,0,,,,,,,,
286,002758,浙农股份,0.3,7.78,7.86,3.8560411311053984,3.8167938931297702,0.039247237975628124,,,,,,,,
287,603156,养元饮品,1.8599999999999999,48.35,45.98,3.846949327817993,4.045237059591127,-0.198287732,,,,,,,,
288,300791,仙乐健康,0.65,16.95,16.91,3.8348082595870205,3.84387936132466,-0.009071102,,,,,,,,
289,002215,诺普信,0.35,9.14,9.12,3.8293216630196936,3.8377192982456143,-0.008397635,,,,,,,,
290,600019,宝钢股份,0.22,5.76,5.85,3.8194444444444446,3.760683760683761,0.05876068376068355,,,,,,,,
291,002142,宁波银行,1.2,31.48,31.74,3.8119440914866582,3.780718336483932,0.031225755002726174,,,,,,,,
292,601158,重庆水务,0.157,4.12,4.13,3.8106796116504853,3.8014527845036317,0.009226827146853633,,,,,,,,
293,002170,芭田股份,0.43999999999999995,11.56,11.53,3.8062283737024214,3.8161318300086724,-0.009903456,,,,,,,,
294,002441,众业达,0.3,7.91,7.96,3.792667509481668,3.7688442211055273,0.023823288376140894,,,,,,,,
295,601288,农业银行,0.245,6.47,6.5,3.786707882534776,3.769230769230769,0.01747711330400703,,,,,,,,
296,003000,劲仔食品,0.4,10.62,10.65,3.7664783427495294,3.755868544600939,0.010609798148590421,,,,,,,,
297,002381,双箭股份,0.2,5.33,5.36,3.75234521575985,3.731343283582089,0.021001932177760807,,,,,,,,
298,002056,横店东磁,0.83219,22.2,21.68,3.7486036036036037,3.8385147601476017,-0.089911157,,,,,,,,
299,600012,皖通高速,0.604,16.12,16.04,3.746898263027295,3.7655860349127184,-0.018687772,,,,,,,,
300,002737,葵花药业,0.5,13.37,13.07,3.7397157816005984,3.825554705432287,-0.085838924,,,,,,,,
301,600332,白云山,0.8,21.5,21.39,3.7209302325581395,3.7400654511453952,-0.019135219,,,,,,,,
302,603233,大参林,0.6499999999999999,17.51,17.91,3.712164477441461,3.6292573981016187,0.08290707933984232,,,,,,,,
303,000789,万年青,0.15,4.06,4.12,3.6945812807881775,3.640776699029126,0.05380458175905156,,,,,,,,
304,000906,浙商中拓,0.2,5.42,5.44,3.6900369003690034,3.6764705882352944,0.013566312133709069,,,,,,,,
305,002303,美盈森,0.197,5.34,5.59,3.6891385767790266,3.524150268336315,0.1649883084427115,,,,,,,,
306,601311,骆驼股份,0.29,7.87,7.9,3.6848792884371027,3.6708860759493667,0.013993212487735995,,,,,,,,
307,688408,中信博,1,27.2,26.97,3.6764705882352944,3.707823507601039,-0.031352919,,,,,,,,
308,600177,雅戈尔,0.28,7.62,7.63,3.674540682414699,3.669724770642202,0.00481591177249685,,,,,,,,
309,600790,轻纺城,0.12,3.28,3.31,3.6585365853658534,3.6253776435045313,0.03315894186132207,,,,,,,,
310,600479,千金药业,0.36,9.85,9.71,3.654822335025381,3.707518022657054,-0.052695688,,,,,,,,
311,600348,华阳股份,0.309,8.48,8.55,3.6438679245283017,3.614035087719298,0.029832836809003727,,,,,,,,
312,600483,福能股份,0.383,10.54,10.66,3.633776091081594,3.5928705440900566,0.04090554699153737,,,,,,,,
313,002831,裕同科技,1.0340863,28.53,29.1,3.6245576586049775,3.55356116838488,0.07099649022009746,,,,,,,,
314,000910,大亚圣象,0.19,5.25,5.29,3.619047619047619,3.5916824196597354,0.02736519938788362,,,,,,,,
315,600583,海油工程,0.20099999999999998,5.56,5.6,3.615107913669065,3.5892857142857144,0.025822199383350508,,,,,,,,
316,603998,方盛制药,0.35,9.72,9.41,3.6008230452674894,3.719447396386822,-0.118624351,,,,,,,,
317,000513,丽珠集团,1.1,30.68,30.13,3.585397653194264,3.6508463325589116,-0.065448679,,,,,,,,
318,601566,九牧王,0.3,8.39,8.43,3.5756853396901067,3.558718861209964,0.016966478480142655,,,,,,,,
319,601992,金隅集团,0.05,1.4,1.42,3.571428571428572,3.5211267605633805,0.05030181086519159,,,,,,,,
320,603908,牧高笛,0.65,18.2,18.22,3.571428571428572,3.5675082327113063,0.0039203387172657145,,,,,,,,
321,600323,瀚蓝环境,1.05,29.42,30.21,3.569000679809653,3.475670307845084,0.09333037196456884,,,,,,,,
322,300146,汤臣倍健,0.36,10.09,10.1,3.5678889990089195,3.564356435643564,0.0035325633653555677,,,,,,,,
323,605378,野马电池,0.5,14.03,14.03,3.5637918745545263,3.5637918745545263,0,,,,,,,,
324,002061,浙江交科,0.125,3.51,3.55,3.561253561253561,3.5211267605633805,0.04012680069018071,,,,,,,,
325,002034,旺能环境,0.5008441,14.07,14.09,3.5596595593461267,3.5546068133427964,0.005052746003330277,,,,,,,,
326,603043,广州酒家,0.48,13.54,13.66,3.5450516986706058,3.513909224011713,0.031142474658892638,,,,,,,,
327,000429,粤高速A,0.523,14.8,14.19,3.5337837837837838,3.6856941508104297,-0.151910367,,,,,,,,
328,605009,豪悦护理,0.85,24.06,23.93,3.5328345802161265,3.5520267446719602,-0.019192164,,,,,,,,
329,000544,中原环保,0.26,7.36,7.37,3.532608695652174,3.5278154681139755,0.00479322753819833,,,,,,,,
330,300833,浩洋股份,1.3,36.84,37.23,3.5287730727470135,3.491807681976901,0.03696539077011263,,,,,,,,
331,002588,史丹利,0.305,8.65,8.69,3.5260115606936413,3.5097813578826234,0.016230202811017946,,,,,,,,
332,000030,富奥股份,0.15,4.26,4.24,3.5211267605633805,3.5377358490566038,-0.016609088,,,,,,,,
333,002790,瑞尔特,0.2,5.69,5.78,3.5149384885764494,3.4602076124567476,0.05473087611970184,,,,,,,,
334,600826,兰生股份,0.28,8.01,8.03,3.495630461922597,3.486924034869241,0.008706427053355892,,,,,,,,
335,600710,苏美达,0.369,10.56,10.72,3.4943181818181817,3.4421641791044775,0.052154002713704184,,,,,,,,
336,603218,日月股份,0.35,10.03,10.08,3.489531405782652,3.472222222222222,0.017309183560429986,,,,,,,,
337,600968,海油发展,0.135,3.87,3.89,3.488372093023256,3.470437017994859,0.017935075028396863,,,,,,,,
338,600060,海信视像,0.8800000000000001,25.24,25.46,3.4865293185419977,3.456402199528673,0.030127119013324766,,,,,,,,
339,002478,常宝股份,0.22000000000000003,6.32,6.32,3.4810126582278484,3.4810126582278484,0,,,,,,,,
340,600153,建发股份,0.3,8.63,8.71,3.476245654692931,3.4443168771526977,0.031928777540233266,,,,,,,,
341,002736,国信证券,0.35,10.1,10.14,3.465346534653465,3.451676528599605,0.013670006053859929,,,,,,,,
342,603730,岱美股份,0.35,10.11,10.65,3.4619188921859543,3.286384976525821,0.1755339156601332,,,,,,,,
343,600167,联美控股,0.2,5.78,5.87,3.4602076124567476,3.4071550255536627,0.0530525869030849,,,,,,,,
344,600827,百联股份,0.265,7.67,7.74,3.455019556714472,3.4237726098191215,0.031246946895350458,,,,,,,,
345,600420,国药现代,0.30000000000000004,8.7,8.58,3.448275862068966,3.4965034965034967,-0.048227634,,,,,,,,
346,002658,雪迪龙,0.25,7.25,7.28,3.4482758620689653,3.434065934065934,0.014209928003031447,,,,,,,,
347,603605,珀莱雅,1.99,57.72,57.9,3.4476784476784474,3.4369602763385148,0.010718171339932692,,,,,,,,
348,600329,达仁堂,1.28,37.18,36.87,3.4427111350188278,3.4716571738540822,-0.028946039,,,,,,,,
349,688009,中国通号,0.16999999999999998,4.94,4.94,3.4412955465587034,3.4412955465587034,0,,,,,,,,
350,601601,中国太保,1.08,31.47,31.67,3.4318398474737846,3.4101673508051786,0.021672496668605934,,,,,,,,
351,601619,嘉泽新能,0.16,4.67,4.64,3.4261241970021414,3.448275862068966,-0.022151665,,,,,,,,
352,002282,博深股份,0.2,5.84,5.87,3.4246575342465757,3.4071550255536627,0.017502508692913032,,,,,,,,
353,600031,三一重工,0.6699999999999999,19.58,19.76,3.4218590398365683,3.3906882591093113,0.031170780727256986,,,,,,,,
354,603037,凯众股份,0.35,10.23,10.29,3.4213098729227758,3.4013605442176873,0.019949328705088476,,,,,,,,
355,688289,圣湘生物,0.537,15.71,15.32,3.418204964990452,3.5052219321148828,-0.087016967,,,,,,,,
356,600352,浙江龙盛,0.45,13.17,13.1,3.416856492027335,3.435114503816794,-0.018258012,,,,,,,,
357,001872,招商港口,0.74,21.66,22.05,3.4164358264081254,3.3560090702947845,0.06042675611334092,,,,,,,,
358,600639,浦东金桥,0.3227,9.45,9.57,3.414814814814815,3.371995820271682,0.04281899454313276,,,,,,,,
359,600422,昆药集团,0.3,8.82,8.75,3.401360544217687,3.428571428571429,-0.027210884,,,,,,,,
360,000923,河钢资源,0.5,14.72,14.71,3.3967391304347823,3.399048266485384,-0.002309136,,,,,,,,
361,601101,昊华能源,0.458,13.5,12.72,3.392592592592593,3.60062893081761,-0.208036338,,,,,,,,
362,000726,鲁泰A,0.2,5.9,5.95,3.389830508474576,3.361344537815126,0.02848597065945002,,,,,,,,
363,600508,上海能源,0.29000000000000004,8.56,8.72,3.38785046728972,3.325688073394496,0.062162393895224266,,,,,,,,
364,300470,中密控股,1,29.53,29.44,3.3863867253640363,3.3967391304347823,-0.010352405,,,,,,,,
365,603053,成都燃气,0.3,8.86,8.92,3.3860045146726865,3.3632286995515694,0.022775815121117038,,,,,,,,
366,600779,水井坊,0.97,28.72,28.51,3.377437325905293,3.402314977200982,-0.024877651,,,,,,,,
367,600188,兖矿能源,0.72,21.33,21.27,3.375527426160338,3.3850493653032436,-0.009521939,,,,,,,,
368,603811,诚意药业,0.25,7.43,7.21,3.3647375504710633,3.467406380027739,-0.10266883,,,,,,,,
369,603995,甬金股份,0.8,23.79,22.84,3.362757461118117,3.502626970227671,-0.139869509,,,,,,,,
370,688358,祥生医疗,1,29.74,28.88,3.362474781439139,3.4626038781163437,-0.100129097,,,,,,,,
371,002949,华阳国际,0.35,10.41,10.42,3.3621517771373677,3.3589251439539343,0.003226633183433414,,,,,,,,
372,300908,仲景食品,0.8,23.82,23.84,3.3585222502099077,3.3557046979865772,0.002817552223330466,,,,,,,,
373,000987,越秀资本,0.26,7.75,7.74,3.354838709677419,3.359173126614987,-0.004334417,,,,,,,,
374,300743,天地数码,0.5,14.91,14.93,3.35345405767941,3.3489618218352315,0.004492235844178349,,,,,,,,
375,002206,海利得,0.18,5.38,5.42,3.3457249070631967,3.3210332103321036,0.02469169673109306,,,,,,,,
376,000951,中国重汽,0.72,21.57,22.04,3.3379694019471486,3.2667876588021776,0.07118174314497105,,,,,,,,
377,600368,五洲交通,0.131,3.93,3.93,3.3333333333333335,3.3333333333333335,0,,,,,,,,
378,688526,科前生物,0.43,12.95,12.84,3.3204633204633205,3.348909657320872,-0.028446337,,,,,,,,
379,603128,华贸物流,0.174,5.25,5.3,3.314285714285714,3.283018867924528,0.03126684636118604,,,,,,,,
380,600971,恒源煤电,0.27,8.16,8.26,3.308823529411765,3.2687651331719128,0.04005839623985219,,,,,,,,
381,002345,潮宏基,0.35,10.59,10.69,3.3050047214353158,3.274087932647334,0.03091678878798154,,,,,,,,
382,601216,君正集团,0.15,4.55,4.63,3.296703296703297,3.2397408207343408,0.056962475968956205,,,,,,,,
383,603699,纽威股份,1.7200000000000002,52.25,51.78,3.291866028708134,3.3217458478176907,-0.029879819,,,,,,,,
384,600845,宝信软件,0.6,18.26,18.94,3.285870755750273,3.167898627243928,0.11797212850634509,,,,,,,,
385,600713,南京医药,0.16999999999999998,5.18,5.09,3.2818532818532815,3.3398821218074652,-0.05802884,,,,,,,,
386,601952,苏垦农发,0.27,8.24,8.3,3.2766990291262137,3.2530120481927707,0.023686980933443014,,,,,,,,
387,603321,梅轮电梯,0.2,6.11,6.12,3.273322422258593,3.2679738562091507,0.005348566049442116,,,,,,,,
388,603648,畅联股份,0.3,9.17,9.18,3.271537622682661,3.2679738562091507,0.0035637664735101993,,,,,,,,
389,000528,柳工,0.2729996,8.36,8.38,3.265545454545455,3.2577517899761337,0.00779366456932129,,,,,,,,
390,300144,宋城演艺,0.2,6.14,6.16,3.257328990228013,3.246753246753247,0.010575743474765975,,,,,,,,
391,300360,炬华科技,0.4,12.31,12.36,3.2493907392363934,3.2362459546925573,0.013144784543836163,,,,,,,,
392,000537,绿发电力,0.245,7.56,7.6,3.2407407407407405,3.223684210526316,0.017056530214424548,,,,,,,,
393,000661,长春高新,2.6,80.51,75.15,3.229412495342193,3.4597471723220226,-0.230334677,,,,,,,,
394,300845,捷安高科,0.35,10.87,10.91,3.219871205151794,3.208065994500458,0.011805210651336218,,,,,,,,
395,300625,三雄极光,0.3,9.33,9.38,3.215434083601286,3.198294243070362,0.01713984053092421,,,,,,,,
396,600886,国投电力,0.4565,14.23,14.37,3.208011243851019,3.1767571329157973,0.03125411093522157,,,,,,,,
397,000963,华东医药,0.9299999999999999,28.99,27.82,3.2080027595722664,3.3429187634795112,-0.134916004,,,,,,,,
398,600048,保利发展,0.16999999999999998,5.3,5.27,3.207547169811321,3.225806451612903,-0.018259282,,,,,,,,
399,300514,友讯达,0.3,9.44,9.57,3.1779661016949152,3.1347962382445136,0.043169863450401635,,,,,,,,
400,600141,兴发集团,1,31.47,32,3.1776294884016525,3.125,0.05262948840165249,,,,,,,,
401,600283,钱江水利,0.25,7.88,7.94,3.1725888324873095,3.1486146095717884,0.023974222915521093,,,,,,,,
402,600248,陕建股份,0.09,2.84,2.88,3.169014084507042,3.125,0.04401408450704203,,,,,,,,
403,603877,太平鸟,0.4,12.64,12.96,3.1645569620253164,3.0864197530864197,0.07813720893889675,,,,,,,,
404,000989,九芝堂,0.3,9.48,9.05,3.164556962025316,3.314917127071823,-0.150360165,,,,,,,,
405,603305,旭升集团,0.38,12.02,11.88,3.1613976705490847,3.1986531986531985,-0.037255528,,,,,,,,
406,603939,益丰药房,0.7,22.15,22.47,3.160270880361174,3.115264797507788,0.04500608285338581,,,,,,,,
407,600558,大西洋,0.15000000000000002,4.76,4.82,3.1512605042016815,3.1120331950207474,0.03922730918093409,,,,,,,,
408,603035,常熟汽饰,0.34604,10.99,11.02,3.148680618744313,3.1401088929219605,0.008571725822352327,,,,,,,,
409,300453,三鑫医疗,0.30000000000000004,9.55,9.41,3.1413612565445033,3.1880977683315623,-0.046736512,,,,,,,,
410,002788,鹭燕医药,0.35,11.15,10.82,3.1390134529147984,3.234750462107209,-0.095737009,,,,,,,,
411,603568,伟明环保,0.48,15.41,15.44,3.1148604802076574,3.1088082901554404,0.006052190052217021,,,,,,,,
412,002010,传化智联,0.15000000000000002,4.82,4.86,3.1120331950207474,3.08641975308642,0.02561344193432724,,,,,,,,
413,601816,京沪高铁,0.1567,5.04,5.08,3.109126984126984,3.084645669291339,0.024481314835645307,,,,,,,,
414,002249,大洋电机,0.23,7.4,7.46,3.108108108108108,3.083109919571046,0.024998188537062038,,,,,,,,
415,600529,山东药玻,0.6,19.32,19.31,3.1055900621118013,3.1071983428275507,-0.001608281,,,,,,,,
416,688366,昊海生科,1,32.25,31.09,3.10077519379845,3.21646831778707,-0.115693124,,,,,,,,
417,000419,通程控股,0.15,4.85,4.9,3.0927835051546393,3.0612244897959178,0.03155901535872152,,,,,,,,
418,600874,创业环保,0.16999999999999998,5.52,5.53,3.079710144927536,3.074141048824593,0.005569096102943316,,,,,,,,
419,601016,节能风电,0.10918,3.55,3.58,3.075492957746479,3.049720670391061,0.025772287355418033,,,,,,,,
420,603288,海天味业,1.12,36.42,36.55,3.0752333882482152,3.0642954856361158,0.010937902612099482,,,,,,,,
421,000999,华润三九,0.77,25.13,24.97,3.0640668523676884,3.083700440528635,-0.019633588,,,,,,,,
422,603055,台华新材,0.25,8.2,8.35,3.0487804878048785,2.9940119760479043,0.05476851175697428,,,,,,,,
423,003011,海象新材,0.6,19.69,19.03,3.0472320975114267,3.1529164477141354,-0.10568435,,,,,,,,
424,603456,九洲药业,0.5,16.45,15.18,3.0395136778115504,3.293807641633729,-0.254293964,,,,,,,,
425,603866,桃李面包,0.13,4.28,4.31,3.0373831775700935,3.0162412993039447,0.021141878266148773,,,,,,,,
426,002376,新北洋,0.2,6.59,6.99,3.0349013657056148,2.8612303290414878,0.17367103666412698,,,,,,,,
427,003010,若羽臣,0.8,26.36,26.81,3.0349013657056148,2.9839612085042897,0.050940157201325054,,,,,,,,
428,600737,中粮糖业,0.41,13.53,12.82,3.0303030303030303,3.1981279251170043,-0.167824895,,,,,,,,
429,601898,中煤能源,0.424,14.03,14.2,3.022095509622238,2.9859154929577465,0.03618001666449144,,,,,,,,
430,300881,盛德鑫泰,1,33.09,33.88,3.0220610456331216,2.9515938606847696,0.07046718494835202,,,,,,,,
431,603088,宁波精达,0.29,9.6,9.25,3.0208333333333335,3.135135135135135,-0.114301802,,,,,,,,
432,000589,贵州轮胎,0.13,4.31,4.28,3.0162412993039447,3.0373831775700935,-0.021141878,,,,,,,,
433,600216,浙江医药,0.37,12.27,11.96,3.015484922575387,3.0936454849498323,-0.078160562,,,,,,,,
434,000739,普洛药业,0.7044069,23.41,21.28,3.009,3.310182800751879,-0.301182801,,,,,,,,
435,603380,易德龙,1,33.29,32.91,3.0039050765995796,3.038590094196293,-0.034685018,,,,,,,,
